fire_size_class
B
C
B
B
B
B
B
B
B
C
B
B
B
B
B
B
B
B
B
B
C
B
B
B
C
B
B
B
C
B
B
B
C
C
B
B
B
B
B
D
B
B
B
B
B
B
C
B
C
B
C
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
C
B
B
B
C
B
B
C
B
B
B
C
C
C
C
C
C
B
B
B
C
B
C
B
C
B
B
B
B
F
B
C
C
B
F
B
B
D
C
B
B
C
B
C
B
B
B
B
C
B
C
B
B
B
B
B
B
B
B
B
B
B
B
C
B
C
D
B
B
B
B
B
B
B
B
B
B
B
C
B
C
B
D
B
B
B
B
B
B
B
B
B
E
B
B
B
B
B
B
B
B
B
B
B
B
C
B
B
B
B
B
C
B
B
D
C
B
B
B
B
B
B
B
B
D
D
B
B
D
C
B
C
C
B
B
B
B
B
B
B
B
C
B
B
C
B
B
B
B
C
D
B
B
B
C
B
C
C
B
B
B
B
C
B
B
B
B
B
C
B
B
C
C
B
B
B
B
B
B
B
C
B
B
B
B
B
C
E
D
B
C
B
B
B
B
B
D
C
B
B
B
B
C
C
B
D
C
B
B
B
B
B
C
B
B
C
B
B
B
B
B
B
B
D
B
B
C
B
B
B
B
B
B
B
B
B
C
B
B
B
C
B
B
C
C
B
B
B
B
C
C
B
B
C
C
C
B
C
B
B
G
C
B
B
B
B
C
B
C
B
B
B
B
C
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
C
B
B
B
B
B
B
B
B
B
C
B
B
D
B
B
B
B
B
B
B
C
B
D
E
B
B
C
B
B
B
B
B
B
E
B
B
C
D
B
B
C
B
B
B
B
C
B
B
E
B
B
F
B
B
B
B
B
C
B
B
B
B
B
B
B
B
C
B
B
B
B
B
B
B
B
F
B
B
C
B
B
B
B
B
B
C
C
B
B
B
B
B
B
E
B
B
B
C
B
B
B
B
B
B
B
B
B
B
B
C
B
B
B
B
B
B
B
B
C
B
B
B
B
B
C
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
D
B
B
B
B
C
C
G
B
B
C
B
C
B
B
C
B
B
D
B
B
C
B
C
B
B
B
C
B
B
C
B
B
B
C
B
D
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
D
B
B
B
B
D
B
F
B
B
B
D
D
D
B
B
B
B
B
B
B
D
B
B
B
B
B
B
B
B
B
D
B
D
C
B
B
C
B
B
B
C
B
B
B
B
B
C
B
B
B
B
B
B
B
B
C
B
D
B
C
B
B
B
B
B
B
B
C
C
B
B
B
C
D
B
B
B
B
B
B
B
B
C
B
B
B
B
B
B
B
C
B
C
B
B
B
B
B
B
B
B
C
B
B
B
B
C
B
B
B
B
B
B
B
B
C
C
B
B
C
B
C
C
D
E
B
B
C
B
B
B
C
B
B
B
B
B
C
B
B
B
C
B
B
B
B
B
B
B
B
B
B
B
C
B
C
B
D
B
C
C
B
B
B
D
B
B
C
C
C
D
B
B
B
B
C
B
B
D
C
C
C
B
B
B
B
C
B
B
B
C
B
C
C
B
B
B
B
B
B
B
B
B
B
B
B
D
B
B
B
B
B
C
B
B
C
C
B
B
B
B
B
B
B
B
B
B
B
C
D
B
B
B
C
G
B
C
C
B
B
B
B
B
B
B
B
B
B
E
B
B
B
C
F
B
B
B
C
B
B
C
B
B
B
C
B
B
B
B
C
B
B
C
C
B
C
B
C
B
B
B
B
B
B
D
B
C
B
C
B
C
B
B
B
B
B
B
C
B
C
D
B
C
C
B
B
B
B
B
B
D
B
B
B
B
B
B
B
C
B
B
B
B
B
B
B
B
B
B
B
B
F
B
B
C
B
C
C
B
C
B
B
B
B
B
B
B
B
B
B
C
B
C
C
B
B
C
B
B
B
B
B
C
B
B
B
G
B
B
B
B
B
B
B
B
D
B
C
B
B
B
B
B
B
C
B
C
B
C
B
B
B
B
B
B
B
B
B
B
B
B
B
C
B
D
B
B
B
B
B
B
B
B
B
B
B
C
C
B
B
B
C
C
B
B
C
B
C
B
C
C
B
B
C
B
B
B
B
B
B
B
B
B
C
C
D
B
C
B
E
C
D
B
B
B
D
B
C
C
B
B
B
B
B
D
B
B
B
C
B
B
B
B
C
B
C
B
B
B
B
C
B
B
B
B
C
G
D
B
B
B
C
B
B
B
B
C
B
B
D
E
B
B
B
B
B
B
B
B
B
B
B
B
B
B
C
B
B
B
B
B
B
B
C
B
B
C
B
B
C
B
C
B
B
C
B
C
B
C
B
B
B
B
B
B
C
C
B
B
B
B
B
C
C
B
B
B
B
D
B
B
B
B
B
B
D
C
F
B
B
D
C
B
B
B
B
B
B
B
C
C
B
C
D
B
C
B
B
B
C
C
C
E
B
B
B
B
B
B
C
B
B
B
B
B
B
C
B
B
C
B
C
B
B
B
B
C
B
B
B
C
B
B
B
C
B
B
B
B
B
B
C
B
B
B
B
B
B
B
D
E
C
B
B
B
B
B
C
B
B
C
C
B
B
B
B
B
B
C
B
B
B
B
E
B
C
B
C
B
B
C
B
B
B
E
B
B
B
B
B
B
B
B
C
B
B
C
B
B
B
B
B
C
C
B
B
C
B
C
C
B
B
B
B
B
B
B
B
B
C
C
C
B
C
B
B
B
C
B
C
B
C
B
B
D
B
B
C
C
B
B
B
B
B
B
C
C
B
B
C
C
B
B
E
C
D
B
B
B
B
B
C
C
C
C
B
B
C
C
B
B
C
B
B
B
C
B
C
B
B
C
B
C
C
B
B
B
B
B
B
B
B
B
C
B
B
B
B
B
B
B
C
B
B
C
E
C
B
B
B
B
B
B
B
B
B
D
B
B
B
B
C
B
B
C
B
B
B
B
B
B
B
G
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
C
B
D
C
B
C
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
C
E
B
B
B
B
B
C
B
B
B
B
B
B
C
B
B
B
B
B
B
D
C
B
B
C
C
B
B
B
B
B
C
B
D
B
C
B
C
C
B
D
C
C
B
C
B
B
C
C
B
B
C
C
C
B
B
B
B
B
C
B
B
B
B
B
B
B
B
B
B
B
B
B
B
C
B
B
B
B
C
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
C
C
B
C
C
C
B
C
B
B
C
C
C
B
C
B
C
B
B
B
C
B
B
B
B
C
B
C
B
B
B
B
B
B
B
B
E
C
C
B
B
C
B
B
B
D
B
B
B
B
C
C
B
C
B
B
C
B
B
C
B
B
B
B
C
C
F
C
B
B
C
B
C
B
C
B
C
B
B
B
B
B
B
B
C
C
C
B
C
B
C
B
B
B
B
B
C
B
B
B
C
B
B
B
B
B
B
B
B
C
B
B
B
B
B
B
C
B
B
C
C
C
C
B
B
B
B
B
B
C
B
B
E
B
D
B
B
B
B
B
B
B
B
B
B
C
C
C
B
B
B
B
B
B
B
B
B
C
B
E
B
B
B
B
C
D
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
C
C
B
B
B
B
B
C
B
B
B
G
C
C
B
C
C
C
B
B
B
B
B
F
B
C
B
B
C
B
B
C
B
C
B
B
E
B
B
C
B
B
B
B
B
B
B
B
B
B
E
B
C
D
B
B
B
B
C
B
B
B
B
C
C
B
B
B
B
B
B
B
B
B
B
B
B
C
B
E
B
B
C
B
C
E
C
B
B
E
B
B
B
B
B
B
B
B
D
C
C
D
B
C
B
C
B
B
B
B
C
B
B
B
C
B
B
B
C
B
B
C
B
B
B
B
B
B
B
C
D
B
B
C
B
B
B
B
B
B
C
C
B
B
B
C
B
B
B
C
B
C
B
C
B
C
C
B
B
B
B
B
C
C
D
B
C
C
B
B
B
B
B
B
B
B
D
B
C
B
D
B
B
B
B
B
B
C
B
B
C
B
C
B
B
B
B
B
B
C
B
B
B
B
C
B
B
B
B
B
B
B
B
C
B
C
B
B
D
C
B
B
B
C
B
B
B
C
B
B
B
B
B
C
B
B
C
C
C
C
B
B
C
E
C
B
B
B
B
C
C
C
B
B
B
B
B
B
B
B
B
B
B
C
B
E
C
B
B
B
B
B
D
C
B
C
B
B
C
B
B
B
B
B
B
C
B
B
B
C
C
B
B
B
B
B
B
B
B
C
B
B
B
B
B
C
E
F
D
C
B
C
B
B
B
C
B
C
B
B
B
B
B
B
F
B
B
B
B
B
C
C
B
C
B
B
B
B
B
B
B
B
B
B
B
B
B
D
B
B
C
B
B
B
D
B
B
B
B
B
B
C
B
C
B
B
B
B
B
B
B
B
C
B
B
C
B
B
C
B
C
B
B
B
B
C
C
B
B
B
B
B
B
B
C
B
B
B
B
B
B
B
C
B
C
C
B
B
B
B
B
D
C
C
B
C
C
B
B
B
C
B
B
B
B
B
B
B
B
B
B
C
B
B
B
C
C
B
B
C
B
B
B
B
C
B
B
B
B
B
C
C
C
B
B
C
B
B
B
B
B
B
B
B
B
B
B
D
C
B
C
C
B
B
B
C
B
C
B
C
B
C
B
C
B
C
B
B
B
B
B
B
B
B
C
C
C
B
B
B
B
B
B
B
C
B
B
B
B
B
B
C
C
B
B
B
B
C
G
C
B
B
B
B
C
B
D
C
B
C
B
B
B
B
B
B
B
C
B
C
B
B
B
B
B
B
B
C
B
C
B
B
B
B
B
B
C
B
B
B
B
B
B
D
D
B
C
B
C
B
B
B
B
B
B
B
F
B
B
B
B
D
B
B
B
B
B
B
B
B
C
B
B
B
B
B
B
B
C
B
C
B
B
B
B
B
B
B
B
B
B
C
C
B
B
B
C
C
B
B
C
C
B
B
B
B
B
B
B
B
C
B
B
C
B
B
B
C
B
B
B
C
B
B
B
C
B
B
B
B
C
B
B
B
C
B
B
C
B
G
B
B
B
B
B
C
C
B
B
B
B
C
C
B
B
B
B
B
B
B
B
B
B
B
C
B
B
B
B
C
C
B
B
B
B
B
B
B
B
C
B
B
C
B
B
B
B
B
E
B
B
B
B
B
B
B
B
B
C
B
B
D
B
B
B
C
B
B
B
B
B
B
C
B
B
B
B
C
C
B
C
B
G
B
E
B
B
D
B
B
B
B
B
B
B
B
B
B
B
C
C
B
C
B
C
B
B
C
C
B
B
B
B
C
C
C
B
B
B
B
B
C
B
B
C
B
B
B
C
C
B
E
B
C
B
C
B
C
B
B
B
B
B
B
B
D
B
C
C
B
B
C
B
B
B
B
B
B
B
B
B
B
B
C
B
B
B
B
B
B
B
B
B
B
B
C
B
C
B
B
C
B
B
C
D
F
B
B
B
C
B
B
B
B
C
B
B
C
C
B
C
B
B
B
B
B
C
B
B
C
B
B
B
B
B
B
B
C
B
B
B
C
B
B
C
B
B
F
B
B
B
B
B
C
C
B
B
B
B
B
B
B
B
B
B
C
B
F
B
B
D
D
C
B
B
B
C
B
B
B
B
B
B
B
F
B
B
C
B
B
B
B
B
B
C
B
B
B
C
C
B
C
B
B
B
D
B
B
B
C
B
E
B
B
F
C
C
B
B
C
C
B
C
B
B
B
B
B
B
C
B
B
B
B
B
B
D
B
B
B
B
B
E
B
C
B
B
B
B
B
B
C
C
B
B
C
E
C
B
B
B
B
B
B
D
D
C
G
B
B
B
B
B
B
B
B
C
B
B
B
C
B
B
C
D
B
B
C
C
B
B
B
B
B
B
B
B
B
B
B
C
C
B
C
C
C
D
B
C
B
B
B
B
B
B
B
B
B
B
B
B
B
B
C
B
C
B
B
C
B
C
C
C
B
B
B
B
B
B
B
C
B
B
B
D
B
B
B
C
B
B
B
C
B
B
C
C
C
B
B
B
C
C
B
B
B
B
B
B
B
B
C
B
B
B
C
B
B
B
C
C
B
B
C
F
B
C
B
B
B
B
B
C
B
B
B
B
C
B
B
B
B
C
B
B
C
B
B
B
C
B
B
B
B
B
B
B
C
B
B
B
C
B
C
B
C
B
C
B
B
E
C
B
B
C
B
B
B
B
B
B
E
B
B
B
B
B
B
B
C
B
B
B
B
C
B
C
B
C
B
B
E
B
B
B
B
B
B
C
C
B
D
B
D
B
B
C
C
B
B
C
B
B
B
B
B
B
C
C
B
B
B
B
B
B
B
B
B
B
C
B
B
B
B
C
B
C
C
B
B
B
B
B
B
C
B
B
B
B
B
B
C
C
C
C
B
C
B
C
B
B
B
B
B
B
C
C
B
C
B
B
B
B
B
B
B
B
B
B
B
D
B
B
B
B
B
C
B
C
B
B
B
C
B
B
B
D
B
B
B
C
C
B
B
D
B
B
B
B
B
B
E
B
B
B
B
B
E
B
C
B
B
B
B
C
B
B
B
B
B
D
B
B
B
C
C
B
B
B
B
B
B
C
D
G
C
B
B
B
B
C
B
B
D
C
C
C
B
B
C
C
B
C
D
C
B
B
B
B
B
B
B
C
G
B
B
B
B
C
C
B
B
B
B
B
B
B
B
B
B
B
B
C
B
G
B
B
B
B
C
B
B
C
B
B
B
B
B
B
B
B
B
B
C
B
E
C
B
B
C
B
B
B
C
B
B
C
B
B
B
B
B
C
B
B
B
C
B
C
B
C
C
B
B
B
B
B
B
B
B
C
B
B
B
C
B
B
B
B
B
B
B
C
B
B
B
B
B
B
B
B
B
C
C
B
C
B
B
C
B
B
B
C
C
B
C
B
B
B
E
B
C
B
B
B
C
B
B
B
B
B
B
B
B
C
B
E
B
C
B
C
B
B
B
B
C
B
B
B
B
B
B
B
B
B
B
B
B
C
D
B
C
C
B
C
B
B
B
C
B
B
G
B
B
B
B
B
B
B
B
C
D
B
B
C
B
C
C
B
B
C
B
B
B
B
B
B
B
B
B
C
B
B
B
B
B
B
F
C
B
B
B
B
B
F
B
B
B
B
E
B
B
B
C
B
B
C
B
B
B
D
B
C
C
B
B
D
C
B
B
C
B
B
B
C
B
F
B
B
B
C
B
C
B
C
C
C
B
B
B
B
B
B
B
B
B
B
B
B
B
C
C
B
B
B
B
B
B
B
B
C
B
C
B
B
B
B
B
E
B
B
B
B
B
B
B
B
C
B
B
B
B
B
B
B
C
B
B
C
B
C
B
B
B
B
B
B
B
D
C
B
B
B
C
B
B
B
C
B
B
B
B
D
B
B
B
B
C
B
D
B
B
B
B
B
C
B
E
B
B
B
B
B
B
B
B
B
G
B
C
B
D
G
C
B
B
B
B
C
B
B
B
B
C
B
B
B
B
B
C
C
B
B
B
B
B
B
C
C
C
B
B
B
C
B
B
C
B
B
B
C
B
B
B
C
F
B
B
B
B
B
C
C
B
B
B
B
B
C
B
C
B
C
B
B
C
B
B
D
B
B
C
B
C
C
C
B
B
B
B
B
B
B
B
B
B
C
B
B
C
B
B
B
C
B
B
B
B
B
B
B
B
B
B
C
C
B
B
C
F
C
B
B
C
B
B
B
B
B
B
B
B
B
B
B
E
C
B
B
B
B
C
B
C
C
B
C
B
B
B
B
F
B
C
B
C
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
C
C
B
B
B
B
B
B
B
B
B
C
B
C
C
B
B
C
B
B
B
C
B
B
B
B
B
B
B
B
B
C
B
B
B
B
B
F
B
B
B
B
B
B
B
B
B
C
B
B
C
B
C
B
B
B
C
B
B
B
D
B
B
B
B
B
B
B
B
B
C
B
B
B
B
B
B
B
C
B
B
C
B
C
B
B
B
B
B
B
B
C
D
B
B
B
B
C
B
B
B
B
B
B
C
B
B
B
C
B
C
B
E
B
D
B
B
B
C
B
B
B
B
B
B
B
G
B
C
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
C
B
C
B
B
B
B
B
C
C
C
B
B
B
B
B
C
B
B
B
B
B
B
B
B
B
B
B
B
B
C
C
B
B
B
B
B
B
B
B
B
D
C
C
D
C
B
B
B
B
C
B
B
B
B
B
B
B
B
B
B
B
C
B
C
C
B
B
C
B
B
B
B
C
B
B
B
C
B
B
C
C
C
C
B
B
B
B
B
B
C
D
C
C
B
B
B
B
B
B
B
B
B
B
C
B
B
B
B
B
B
C
B
B
B
B
B
B
G
B
B
B
C
B
B
E
B
C
F
B
B
B
C
B
B
B
D
B
B
B
B
B
C
B
B
C
B
B
C
B
B
B
B
B
B
B
C
C
B
B
B
B
C
B
B
C
B
C
B
B
C
B
B
C
C
B
C
B
B
C
B
B
B
B
B
C
B
B
B
B
C
B
B
B
B
B
B
B
B
B
C
C
B
B
B
B
B
B
C
B
C
E
B
B
B
C
C
C
B
B
C
B
B
C
B
B
E
B
B
B
C
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
C
E
B
B
C
D
B
B
B
B
D
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
C
B
B
C
B
C
C
B
B
D
B
B
B
B
B
B
B
C
C
E
B
B
B
C
B
B
B
D
B
B
B
B
B
B
B
B
B
C
C
B
B
B
B
C
B
B
C
B
C
C
B
B
B
B
F
B
B
B
C
B
B
B
E
B
B
B
B
C
B
B
B
B
C
C
C
B
C
C
B
B
D
B
B
B
B
B
B
B
D
B
B
B
B
B
B
B
B
C
B
C
B
B
B
B
B
B
B
D
D
B
C
F
B
B
E
B
C
B
B
B
B
B
B
C
B
B
C
B
B
C
C
B
C
B
D
B
C
B
B
E
B
B
C
B
B
B
C
C
B
B
B
B
B
C
B
B
B
B
B
B
B
B
C
B
B
B
C
D
B
B
B
B
B
B
C
E
B
B
B
C
B
B
B
B
B
B
B
B
B
C
B
B
B
C
B
D
C
B
B
B
B
D
C
B
B
C
B
B
C
B
B
C
D
B
B
B
B
B
B
B
B
C
B
B
B
B
C
B
B
B
B
C
B
B
B
B
C
B
B
B
B
B
B
B
B
B
C
B
B
B
B
B
C
B
D
B
B
C
B
B
B
B
B
C
B
B
C
C
B
F
B
B
B
B
C
B
B
C
B
B
B
B
B
D
B
B
B
C
B
C
B
B
B
B
B
B
B
B
C
B
B
B
C
B
B
B
B
B
B
B
C
B
B
B
B
B
C
B
B
B
B
B
B
B
B
B
B
B
C
B
B
B
C
B
C
B
C
B
B
B
B
C
B
C
B
B
B
B
B
B
C
C
B
B
B
B
B
B
B
B
C
B
B
D
C
B
B
B
B
B
B
B
C
C
B
B
B
B
B
D
C
B
B
B
B
B
B
B
B
B
C
B
B
B
B
B
B
B
B
B
C
B
C
B
B
B
B
B
E
B
B
B
B
B
E
B
B
E
B
C
E
B
B
B
C
B
B
B
B
B
B
B
C
B
B
C
C
C
C
C
B
B
C
C
C
B
D
B
B
C
B
B
B
B
B
B
B
B
B
B
G
B
C
C
C
D
B
B
B
B
D
B
B
B
C
B
C
B
C
C
B
B
E
B
B
C
B
C
B
B
B
B
B
B
B
B
B
B
B
B
B
B
C
C
B
C
C
B
B
B
B
B
B
B
C
B
B
B
B
B
E
B
B
B
B
B
B
C
B
B
C
B
B
C
B
C
B
B
B
B
B
E
B
B
B
C
B
B
E
B
B
B
C
B
C
B
B
B
B
B
B
C
B
B
B
B
B
B
B
B
D
C
B
D
C
B
B
B
C
B
B
B
B
B
B
B
B
B
C
B
B
C
B
C
C
B
B
C
B
B
B
B
F
C
B
B
C
B
B
B
C
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
C
B
B
B
C
B
B
B
B
C
B
B
B
B
B
B
B
B
B
B
F
B
B
B
B
B
C
C
B
B
B
B
E
B
C
C
B
C
C
C
B
B
B
B
B
B
B
C
B
C
B
C
C
B
B
B
B
B
B
B
C
B
B
B
C
B
C
B
B
B
B
B
B
B
E
C
B
B
C
B
B
B
B
C
B
B
B
B
B
B
C
B
B
B
B
B
B
B
B
B
D
B
B
B
B
B
C
B
C
B
B
B
C
B
B
F
C
B
B
B
C
C
C
C
B
B
B
B
B
B
D
C
B
B
C
B
C
B
C
C
B
C
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
C
B
C
D
B
C
C
D
D
B
B
E
B
B
F
B
D
B
B
B
B
B
B
C
C
B
C
B
B
C
C
C
C
C
B
D
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
C
B
B
B
B
C
B
B
B
B
B
C
B
B
B
B
B
B
C
B
B
B
B
C
C
B
C
B
B
C
B
B
B
B
B
B
B
B
B
G
B
B
B
B
B
B
B
B
C
B
C
C
B
C
B
B
B
C
C
C
B
B
C
C
B
B
C
B
B
B
B
B
B
B
D
B
C
B
C
C
B
C
C
B
C
B
C
F
C
B
B
B
C
B
B
C
B
B
C
B
C
B
B
B
B
B
B
B
C
B
B
C
B
C
C
B
B
B
B
B
C
C
B
B
B
B
B
C
B
B
B
B
C
B
B
C
B
C
D
C
B
B
B
C
C
C
C
B
B
B
B
B
B
E
C
B
B
B
C
B
B
C
B
C
D
B
B
B
C
B
C
B
B
B
B
B
C
B
D
B
C
B
B
B
C
C
B
B
C
B
C
B
B
B
B
C
B
B
B
C
C
B
B
B
C
B
B
B
F
B
B
B
B
B
B
B
B
C
B
B
B
C
C
B
B
B
C
B
C
B
B
G
B
B
B
B
B
B
C
B
B
B
C
B
B
C
B
B
B
B
D
B
B
B
B
B
B
E
B
B
C
B
B
F
B
C
B
B
C
B
B
C
B
C
B
B
B
B
B
B
B
B
B
B
C
B
B
B
C
C
B
B
B
B
B
B
B
B
C
B
C
B
D
B
B
B
B
C
B
C
B
B
C
B
E
C
B
B
B
B
B
C
B
B
B
B
B
B
B
B
C
B
C
B
B
D
B
B
B
F
C
B
B
C
B
C
B
B
G
D
C
B
B
B
B
C
C
B
C
C
B
B
B
B
B
B
C
B
C
B
B
B
C
B
B
B
B
B
B
C
B
B
C
B
B
B
B
B
B
C
B
B
F
C
C
B
B
F
B
B
B
C
B
B
B
B
D
B
B
B
B
B
C
C
B
B
B
C
B
B
B
B
B
B
B
B
C
C
E
B
B
B
C
C
B
B
C
B
B
B
B
B
C
B
B
C
B
B
B
B
B
B
B
C
B
B
C
B
C
C
B
B
B
C
B
B
B
B
B
B
B
C
D
B
B
C
C
C
B
B
B
C
B
C
B
B
E
B
C
C
B
B
B
B
C
B
B
B
B
C
B
B
B
B
B
C
C
B
B
B
B
B
B
B
C
C
B
B
B
B
C
B
B
C
B
F
B
B
B
B
B
B
B
B
B
B
B
B
B
B
C
B
B
B
C
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
C
C
B
C
B
B
B
B
E
B
B
B
B
C
C
B
B
B
D
B
B
B
B
